Feature_1,Feature_2,Correlation
hear_last_2nd AVB Mobitz 2,hear_last_2nd AVB Mobitz 2,1.0
hear_last_A Paced,hear_last_2nd AVB Mobitz 2,-0.0018826650334311946
hear_last_AV Paced,hear_last_2nd AVB Mobitz 2,-0.003940577918975897
hear_last_Asystole,hear_last_2nd AVB Mobitz 2,-0.006042941431625323
hear_last_Atrial Fib,hear_last_2nd AVB Mobitz 2,-0.01162153098871439
hear_last_Atrial Flutter,hear_last_2nd AVB Mobitz 2,-0.0028820974281382134
hear_last_Comp Heart Block,hear_last_2nd AVB Mobitz 2,-0.0015363539065762785
hear_last_Idioventricular,hear_last_2nd AVB Mobitz 2,-0.001882665033431194
hear_last_Junctional,hear_last_2nd AVB Mobitz 2,-0.002666846833071882
hear_last_MultFocalAtrTach,hear_last_2nd AVB Mobitz 2,-0.0010857763300760046
hear_last_Normal Sinus,hear_last_2nd AVB Mobitz 2,-0.03970750358577854
hear_last_Other/Remarks,hear_last_2nd AVB Mobitz 2,-0.0030827767898268335
hear_last_Sinus Brady,hear_last_2nd AVB Mobitz 2,-0.006042941431625327
hear_last_Sinus Tachy,hear_last_2nd AVB Mobitz 2,-0.013706556671506966
hear_last_Supravent Tachy,hear_last_2nd AVB Mobitz 2,-0.0010857763300760055
hear_last_V Paced,hear_last_2nd AVB Mobitz 2,-0.005386884170935338
died_immediately,hear_last_2nd AVB Mobitz 2,0.05539049159612511
age,hear_last_A Paced,0.031759715797424794
gender,hear_last_A Paced,-0.05435221482942365
ethnicity,hear_last_A Paced,0.03484883301854665
marital_DIVORCED,hear_last_A Paced,-0.013968343847608915
marital_MARRIED,hear_last_A Paced,0.018426425516228105
marital_SEPARATED,hear_last_A Paced,-0.006832703987061186
marital_SINGLE,hear_last_A Paced,-0.03246218449432201
marital_WIDOWED,hear_last_A Paced,0.02279462919147973
icu_duration_hour,hear_last_A Paced,-0.021035877313113883
icu_times,hear_last_A Paced,-0.027815267228449517
icu_times_total,hear_last_A Paced,0.0055038568583290065
icu_times_sepsis,hear_last_A Paced,-0.0192027289139951
icu_times_total_sepsis,hear_last_A Paced,-0.0192027289139951
Comorbidity,hear_last_A Paced,-0.016417018736988462
glu_min,hear_last_A Paced,0.014018152226792722
glu_max,hear_last_A Paced,-0.0285925012033078
glu_avg,hear_last_A Paced,-0.019285758735222633
figglu_min,hear_last_A Paced,0.03274985059537287
figglu_max,hear_last_A Paced,-0.0005713405372427849
figglu_avg,hear_last_A Paced,0.002402762004642309
pot_min,hear_last_A Paced,0.06151272298834146
pot_max,hear_last_A Paced,-0.011610613995592075
pot_avg,hear_last_A Paced,0.029295470522314848
sod_min,hear_last_A Paced,-0.012018133947557996
sod_max,hear_last_A Paced,-0.03893337896688806
sod_avg,hear_last_A Paced,-0.029596874283672196
hem_min,hear_last_A Paced,0.08084898231981491
hem_max,hear_last_A Paced,0.04881441106205173
hem_avg,hear_last_A Paced,0.08205622242309572
chl_min,hear_last_A Paced,0.01219984386237127
chl_max,hear_last_A Paced,-0.023795011586112202
chl_avg,hear_last_A Paced,-0.0063473921513393155
bun_min,hear_last_A Paced,0.03815079935785813
bun_max,hear_last_A Paced,0.0038509418220389153
bun_avg,hear_last_A Paced,0.02173063220762143
cre_min,hear_last_A Paced,0.015874500427118035
cre_max,hear_last_A Paced,-5.52315347761057e-05
cre_avg,hear_last_A Paced,0.009136602525497996
hemo_min,hear_last_A Paced,0.07737417644052404
hemo_max,hear_last_A Paced,0.053718983122035074
hemo_avg,hear_last_A Paced,0.08161709219727088
car_min,hear_last_A Paced,-0.00619466338372202
car_max,hear_last_A Paced,-0.048845390107821296
car_avg,hear_last_A Paced,-0.03393309186049339
rbc_min,hear_last_A Paced,0.07240896587225255
rbc_max,hear_last_A Paced,0.04361685664177959
rbc_avg,hear_last_A Paced,0.07507190025573338
pla_min,hear_last_A Paced,0.010913472023845051
pla_max,hear_last_A Paced,-0.0066148868376321255
pla_avg,hear_last_A Paced,0.006092033683384193
wbc_min,hear_last_A Paced,0.04730045745979087
wbc_max,hear_last_A Paced,0.05713738292026295
wbc_avg,hear_last_A Paced,0.07408597584589867
hea_min,hear_last_A Paced,0.005565017346892878
hea_max,hear_last_A Paced,-0.03280046374988773
hea_avg,hear_last_A Paced,-0.03815549622792832
mag_min,hear_last_A Paced,0.03387412860051461
mag_max,hear_last_A Paced,-0.02356317491391623
mag_avg,hear_last_A Paced,0.0061433186652878995
res_min,hear_last_A Paced,0.03709035640702488
res_max,hear_last_A Paced,-0.013664505869196306
res_avg,hear_last_A Paced,-0.006596579591662628
spo_min,hear_last_A Paced,0.0161359108994488
spo_max,hear_last_A Paced,0.002650514313015815
spo_avg,hear_last_A Paced,0.002049261280877714
spo_alarms,hear_last_A Paced,-0.014981467202777517
temp_min,hear_last_A Paced,0.006639446016736244
temp_max,hear_last_A Paced,0.008661341119757157
temp_avg,hear_last_A Paced,-0.021212541490419488
hear_mode_1st Deg AV Block,hear_last_A Paced,-0.005672685906964857
hear_mode_A Paced,hear_last_A Paced,0.816052712136604
hear_mode_AV Paced,hear_last_A Paced,0.16913280317861154
hear_mode_Atrial Fib,hear_last_A Paced,-0.022311963639185695
hear_mode_Atrial Flutter,hear_last_A Paced,-0.0037714775486158477
hear_mode_Junctional,hear_last_A Paced,-0.0018826650334311948
hear_mode_MultFocalAtrTach,hear_last_A Paced,-0.0018826650334311946
hear_mode_Normal Sinus,hear_last_A Paced,-0.0728731206189955
hear_mode_Parox Atr Tachy,hear_last_A Paced,-0.0018826650334311948
hear_mode_Sinus Brady,hear_last_A Paced,-0.0068327039870611965
hear_mode_Sinus Tachy,hear_last_A Paced,-0.02578402930043044
hear_mode_V Paced,hear_last_A Paced,-0.010657242954732544
hear_last_1st Deg AV Block,hear_last_A Paced,-0.0056726859069648515
hear_last_2nd AVB Mobitz 2,hear_last_A Paced,-0.0018826650334311946
hear_last_A Paced,hear_last_A Paced,1.0
hear_last_AV Paced,hear_last_A Paced,-0.006832703987061188
hear_last_Asystole,hear_last_A Paced,-0.010478064604334538
hear_last_Atrial Fib,hear_last_A Paced,-0.020150973475225844
hear_last_Atrial Flutter,hear_last_A Paced,-0.004997368150876858
hear_last_Comp Heart Block,hear_last_A Paced,-0.0026639370363545343
hear_last_Idioventricular,hear_last_A Paced,-0.003264417845484222
hear_last_Junctional,hear_last_A Paced,-0.004624137718851994
hear_last_MultFocalAtrTach,hear_last_A Paced,-0.0018826650334311946
hear_last_Normal Sinus,hear_last_A Paced,-0.0688502102090917
hear_last_Other/Remarks,hear_last_A Paced,-0.005345333018701904
hear_last_Sinus Brady,hear_last_A Paced,-0.010478064604334543
hear_last_Sinus Tachy,hear_last_A Paced,-0.023766271431228263
hear_last_Supravent Tachy,hear_last_A Paced,-0.001882665033431195
hear_last_V Paced,hear_last_A Paced,-0.009340504288810588
died_immediately,hear_last_A Paced,-0.03398895693431422
age,hear_last_AV Paced,0.07021443035488024
gender,hear_last_AV Paced,0.03360567613022945
ethnicity,hear_last_AV Paced,0.07294156924170753
marital_DIVORCED,hear_last_AV Paced,0.01063947482326864
marital_MARRIED,hear_last_AV Paced,0.04470118342904157
marital_SEPARATED,hear_last_AV Paced,-0.014301430143014299
marital_SINGLE,hear_last_AV Paced,-0.0679461110439338
marital_WIDOWED,hear_last_AV Paced,0.015788287266223142
icu_duration_hour,hear_last_AV Paced,0.08321181265939817
icu_times,hear_last_AV Paced,0.04068139687784103
icu_times_total,hear_last_AV Paced,0.019286548672966485
icu_times_sepsis,hear_last_AV Paced,0.04833523128980698
icu_times_total_sepsis,hear_last_AV Paced,0.04833523128980698
Comorbidity,hear_last_AV Paced,0.04425307649433968
glu_min,hear_last_AV Paced,-0.020417208300777367
glu_max,hear_last_AV Paced,-0.007199879990411725
glu_avg,hear_last_AV Paced,-0.04036983998721098
figglu_min,hear_last_AV Paced,-0.033389619632448526
figglu_max,hear_last_AV Paced,-0.00775059316557235
figglu_avg,hear_last_AV Paced,-0.0081736572254851
pot_min,hear_last_AV Paced,-0.0242839151385009
pot_max,hear_last_AV Paced,0.05013801711831444
pot_avg,hear_last_AV Paced,-0.004805161938058348
sod_min,hear_last_AV Paced,-0.06313300688695594
sod_max,hear_last_AV Paced,-0.018081841773452765
sod_avg,hear_last_AV Paced,-0.04431031541873586
hem_min,hear_last_AV Paced,-0.044476828508797694
hem_max,hear_last_AV Paced,0.02493985841405281
hem_avg,hear_last_AV Paced,-0.003999840574882603
chl_min,hear_last_AV Paced,-0.0742145414637369
chl_max,hear_last_AV Paced,-0.04468752766637872
chl_avg,hear_last_AV Paced,-0.06504306867042224
bun_min,hear_last_AV Paced,0.06763439311811496
bun_max,hear_last_AV Paced,0.05949141707971922
bun_avg,hear_last_AV Paced,0.0661490598331432
cre_min,hear_last_AV Paced,-0.018400191867000246
cre_max,hear_last_AV Paced,-0.02009702015466267
cre_avg,hear_last_AV Paced,-0.025375623109304773
hemo_min,hear_last_AV Paced,-0.03017749598154464
hemo_max,hear_last_AV Paced,0.014094841807416785
hemo_avg,hear_last_AV Paced,-0.008839408413105132
car_min,hear_last_AV Paced,0.025755334688548733
car_max,hear_last_AV Paced,0.05233496146496637
car_avg,hear_last_AV Paced,0.03975419365739417
rbc_min,hear_last_AV Paced,-0.03561856268059033
rbc_max,hear_last_AV Paced,0.0002781710540518917
rbc_avg,hear_last_AV Paced,-0.02056769517100573
pla_min,hear_last_AV Paced,-0.053232365187533076
pla_max,hear_last_AV Paced,-0.023980048979051524
pla_avg,hear_last_AV Paced,-0.045493725211300094
wbc_min,hear_last_AV Paced,-0.03488787668656523
wbc_max,hear_last_AV Paced,-0.020714387235936476
wbc_avg,hear_last_AV Paced,-0.03606381314716623
hea_min,hear_last_AV Paced,-0.006937950088820568
hea_max,hear_last_AV Paced,-0.07197681180013976
hea_avg,hear_last_AV Paced,-0.12214950923375532
mag_min,hear_last_AV Paced,0.01862449443852327
mag_max,hear_last_AV Paced,0.04568181309970494
mag_avg,hear_last_AV Paced,0.04988479838170101
res_min,hear_last_AV Paced,-0.07145472554611434
res_max,hear_last_AV Paced,0.07946670095299893
res_avg,hear_last_AV Paced,-0.05088363161393443
spo_min,hear_last_AV Paced,-0.03761649486031969
spo_max,hear_last_AV Paced,0.02339366634084303
spo_avg,hear_last_AV Paced,0.011575877275043613
spo_alarms,hear_last_AV Paced,0.13172666363340965
temp_min,hear_last_AV Paced,-0.09683179148719324
temp_max,hear_last_AV Paced,-0.013808099865824413
temp_avg,hear_last_AV Paced,-0.0570664851700112
hear_mode_1st Deg AV Block,hear_last_AV Paced,-0.011873413713713858
hear_mode_A Paced,hear_last_AV Paced,-0.0055758466198678695
hear_mode_AV Paced,hear_last_AV Paced,0.664674957191493
hear_mode_Atrial Fib,hear_last_AV Paced,-0.046700836146793795
hear_mode_Atrial Flutter,hear_last_AV Paced,-0.007894023039724184
hear_mode_Junctional,hear_last_AV Paced,-0.003940577918975895
hear_mode_MultFocalAtrTach,hear_last_AV Paced,-0.003940577918975894
hear_mode_Normal Sinus,hear_last_AV Paced,-0.13358415139811522
hear_mode_Parox Atr Tachy,hear_last_AV Paced,-0.003940577918975896
hear_mode_Sinus Brady,hear_last_AV Paced,-0.014301430143014304
hear_mode_Sinus Tachy,hear_last_AV Paced,-0.053968164659821925
hear_mode_V Paced,hear_last_AV Paced,0.18182854236056706
hear_last_1st Deg AV Block,hear_last_AV Paced,-0.011873413713713848
hear_last_2nd AVB Mobitz 2,hear_last_AV Paced,-0.003940577918975897
hear_last_A Paced,hear_last_AV Paced,-0.006832703987061188
hear_last_AV Paced,hear_last_AV Paced,1.0
hear_last_Asystole,hear_last_AV Paced,-0.021931479727008298
hear_last_Atrial Fib,hear_last_AV Paced,-0.04217770007531518
hear_last_Atrial Flutter,hear_last_AV Paced,-0.010459916256291625
hear_last_Comp Heart Block,hear_last_AV Paced,-0.005575846619867872
hear_last_Idioventricular,hear_last_AV Paced,-0.006832703987061184
hear_last_Junctional,hear_last_AV Paced,-0.009678713241942038
hear_last_MultFocalAtrTach,hear_last_AV Paced,-0.003940577918975894
hear_last_Normal Sinus,hear_last_AV Paced,-0.1441093414118014
hear_last_Other/Remarks,hear_last_AV Paced,-0.0111882362975003
hear_last_Sinus Brady,hear_last_AV Paced,-0.02193147972700832
hear_last_Sinus Tachy,hear_last_AV Paced,-0.049744825954302525
hear_last_Supravent Tachy,hear_last_AV Paced,-0.003940577918975895
hear_last_V Paced,hear_last_AV Paced,-0.01955046930759914
died_immediately,hear_last_AV Paced,0.012602516888802142
age,hear_last_Asystole,0.025699280311051717
gender,hear_last_Asystole,-0.027562877729926716
ethnicity,hear_last_Asystole,-0.02565256232850979
marital_DIVORCED,hear_last_Asystole,-0.01833649507058779
marital_MARRIED,hear_last_Asystole,0.05914478051671017
marital_SEPARATED,hear_last_Asystole,0.02991678773017541
marital_SINGLE,hear_last_Asystole,-0.04726661307415721
marital_WIDOWED,hear_last_Asystole,-0.02229484807917988
icu_duration_hour,hear_last_Asystole,0.03835482687006948
icu_times,hear_last_Asystole,0.06270156701203229
icu_times_total,hear_last_Asystole,0.008376318141375847
icu_times_sepsis,hear_last_Asystole,0.03248998778525416
icu_times_total_sepsis,hear_last_Asystole,0.03248998778525416
Comorbidity,hear_last_Asystole,-0.0004532905454304652
glu_min,hear_last_Asystole,-0.04525162462036813
glu_max,hear_last_Asystole,0.029405001721954517
glu_avg,hear_last_Asystole,0.009661676913146322
figglu_min,hear_last_Asystole,-0.05860207813297878
figglu_max,hear_last_Asystole,-0.024454842888065577
figglu_avg,hear_last_Asystole,-0.06360569226288061
pot_min,hear_last_Asystole,0.08429757808638372
pot_max,hear_last_Asystole,0.15679597917612778
pot_avg,hear_last_Asystole,0.13578479727787318
sod_min,hear_last_Asystole,-0.07699654619711567
sod_max,hear_last_Asystole,-0.040693976229705185
sod_avg,hear_last_Asystole,-0.06372858305537753
hem_min,hear_last_Asystole,-0.01620133924633132
hem_max,hear_last_Asystole,0.06177659308454375
hem_avg,hear_last_Asystole,0.01735148248817348
chl_min,hear_last_Asystole,-0.08308317776143172
chl_max,hear_last_Asystole,-0.047471067503610014
chl_avg,hear_last_Asystole,-0.0719214698639144
bun_min,hear_last_Asystole,0.07076835735738302
bun_max,hear_last_Asystole,0.06844797370952548
bun_avg,hear_last_Asystole,0.07449016936363573
cre_min,hear_last_Asystole,0.185040878671992
cre_max,hear_last_Asystole,0.07673544230104454
cre_avg,hear_last_Asystole,0.1716963244873941
hemo_min,hear_last_Asystole,-0.03626253695090679
hemo_max,hear_last_Asystole,0.033636763838641004
hemo_avg,hear_last_Asystole,-0.019697186938740154
car_min,hear_last_Asystole,-0.1006399576469906
car_max,hear_last_Asystole,-0.053704178531429454
car_avg,hear_last_Asystole,-0.07899359495206103
rbc_min,hear_last_Asystole,-0.03305967704164927
rbc_max,hear_last_Asystole,0.03791397367570224
rbc_avg,hear_last_Asystole,-0.008798519824283821
pla_min,hear_last_Asystole,-0.052502101845375036
pla_max,hear_last_Asystole,-0.023625063875416647
pla_avg,hear_last_Asystole,-0.0345005035813432
wbc_min,hear_last_Asystole,0.013870019180263784
wbc_max,hear_last_Asystole,0.02420033643783526
wbc_avg,hear_last_Asystole,0.02703664133879272
hea_min,hear_last_Asystole,-0.4244680485419922
hea_max,hear_last_Asystole,0.08043357091377237
hea_avg,hear_last_Asystole,0.04780745250039454
mag_min,hear_last_Asystole,0.008043513749084309
mag_max,hear_last_Asystole,0.010829113429428413
mag_avg,hear_last_Asystole,0.0019223081459878862
res_min,hear_last_Asystole,-0.20955499024354862
res_max,hear_last_Asystole,0.06151850701145872
res_avg,hear_last_Asystole,0.05425667990364713
spo_min,hear_last_Asystole,-0.22607349013128838
spo_max,hear_last_Asystole,-0.10369715274812927
spo_avg,hear_last_Asystole,-0.17309241979687354
spo_alarms,hear_last_Asystole,0.2045621983201574
temp_min,hear_last_Asystole,-0.04593248693533603
temp_max,hear_last_Asystole,-0.024712101749574583
temp_avg,hear_last_Asystole,-0.03526422612820167
hear_mode_1st Deg AV Block,hear_last_Asystole,0.04396913255210118
hear_mode_A Paced,hear_last_Asystole,-0.008550653038309751
hear_mode_AV Paced,hear_last_Asystole,-0.02015187006520185
hear_mode_Atrial Fib,hear_last_Asystole,0.03663008116877347
hear_mode_Atrial Flutter,hear_last_Asystole,-0.012105614930043447
hear_mode_Junctional,hear_last_Asystole,-0.006042941431625325
hear_mode_MultFocalAtrTach,hear_last_Asystole,-0.006042941431625324
hear_mode_Normal Sinus,hear_last_Asystole,-0.05765056422292553
hear_mode_Parox Atr Tachy,hear_last_Asystole,-0.006042941431625322
hear_mode_Sinus Brady,hear_last_Asystole,-0.021931479727008298
hear_mode_Sinus Tachy,hear_last_Asystole,0.0476760371290213
hear_mode_V Paced,hear_last_Asystole,-0.00029425729172443614
hear_last_1st Deg AV Block,hear_last_Asystole,-0.018208076363600154
hear_last_2nd AVB Mobitz 2,hear_last_Asystole,-0.006042941431625323
hear_last_A Paced,hear_last_Asystole,-0.010478064604334538
hear_last_AV Paced,hear_last_Asystole,-0.021931479727008298
hear_last_Asystole,hear_last_Asystole,1.0
hear_last_Atrial Fib,hear_last_Asystole,-0.064680200852881
hear_last_Atrial Flutter,hear_last_Asystole,-0.0160404546277575
hear_last_Comp Heart Block,hear_last_Asystole,-0.008550653038309758
hear_last_Idioventricular,hear_last_Asystole,-0.010478064604334552
hear_last_Junctional,hear_last_Asystole,-0.01484246688103873
hear_last_MultFocalAtrTach,hear_last_Asystole,-0.006042941431625321
hear_last_Normal Sinus,hear_last_Asystole,-0.22099405919828458
hear_last_Other/Remarks,hear_last_Asystole,-0.017157345460269365
hear_last_Sinus Brady,hear_last_Asystole,-0.033632286995515674
hear_last_Sinus Tachy,hear_last_Asystole,-0.07628451357875163
hear_last_Supravent Tachy,hear_last_Asystole,-0.006042941431625325
hear_last_V Paced,hear_last_Asystole,-0.02998096812594275
died_immediately,hear_last_Asystole,0.308278498354158
age,hear_last_Atrial Fib,0.17084380998071586
gender,hear_last_Atrial Fib,-0.03777471852438704
ethnicity,hear_last_Atrial Fib,0.04400235594215202
marital_DIVORCED,hear_last_Atrial Fib,-0.011282131574664827
marital_MARRIED,hear_last_Atrial Fib,0.044585784132278074
marital_SEPARATED,hear_last_Atrial Fib,0.01647665809880339
marital_SINGLE,hear_last_Atrial Fib,-0.07963063485488771
marital_WIDOWED,hear_last_Atrial Fib,0.0327176465288349
icu_duration_hour,hear_last_Atrial Fib,0.0278724242041801
icu_times,hear_last_Atrial Fib,-0.004415002890976972
icu_times_total,hear_last_Atrial Fib,-0.006310915793031411
icu_times_sepsis,hear_last_Atrial Fib,0.0012559618258766254
icu_times_total_sepsis,hear_last_Atrial Fib,0.0012559618258766254
Comorbidity,hear_last_Atrial Fib,0.026708006313982225
glu_min,hear_last_Atrial Fib,-0.0411894338139981
glu_max,hear_last_Atrial Fib,0.04956982696491214
glu_avg,hear_last_Atrial Fib,0.022494830667399938
figglu_min,hear_last_Atrial Fib,-0.055615716861786645
figglu_max,hear_last_Atrial Fib,0.05735893265688831
figglu_avg,hear_last_Atrial Fib,-0.02152011011443811
pot_min,hear_last_Atrial Fib,-0.005421635434666328
pot_max,hear_last_Atrial Fib,-0.013235455348597835
pot_avg,hear_last_Atrial Fib,-0.0009918259672334483
sod_min,hear_last_Atrial Fib,-0.006771457853826013
sod_max,hear_last_Atrial Fib,-0.0060303075477538565
sod_avg,hear_last_Atrial Fib,-0.01512108437333569
hem_min,hear_last_Atrial Fib,0.030658439702680212
hem_max,hear_last_Atrial Fib,0.0948908663823754
hem_avg,hear_last_Atrial Fib,0.07462881590187372
chl_min,hear_last_Atrial Fib,-0.06249310190607243
chl_max,hear_last_Atrial Fib,-0.042051814931127564
chl_avg,hear_last_Atrial Fib,-0.05928468067275286
bun_min,hear_last_Atrial Fib,0.1325030203536594
bun_max,hear_last_Atrial Fib,0.12573654422027622
bun_avg,hear_last_Atrial Fib,0.13649558060355274
cre_min,hear_last_Atrial Fib,-0.02321123877430234
cre_max,hear_last_Atrial Fib,-0.024286415655122517
cre_avg,hear_last_Atrial Fib,-0.027493437981680767
hemo_min,hear_last_Atrial Fib,0.027197376710215482
hemo_max,hear_last_Atrial Fib,0.06617341506022902
hemo_avg,hear_last_Atrial Fib,0.05812558063151617
car_min,hear_last_Atrial Fib,-0.012114017430122824
car_max,hear_last_Atrial Fib,0.012192760672676923
car_avg,hear_last_Atrial Fib,0.00690911599798659
rbc_min,hear_last_Atrial Fib,0.012414499072668634
rbc_max,hear_last_Atrial Fib,0.03849946918717881
rbc_avg,hear_last_Atrial Fib,0.03829984769316848
pla_min,hear_last_Atrial Fib,-0.019322017532000694
pla_max,hear_last_Atrial Fib,-0.019206123494216545
pla_avg,hear_last_Atrial Fib,-0.025260941806629952
wbc_min,hear_last_Atrial Fib,0.015295359063444031
wbc_max,hear_last_Atrial Fib,0.01304382923485066
wbc_avg,hear_last_Atrial Fib,0.01490221338858217
hea_min,hear_last_Atrial Fib,-0.01522459533887431
hea_max,hear_last_Atrial Fib,0.13181750598668426
hea_avg,hear_last_Atrial Fib,0.11059052622235879
mag_min,hear_last_Atrial Fib,0.08221144192788218
mag_max,hear_last_Atrial Fib,0.06336634029871671
mag_avg,hear_last_Atrial Fib,0.07727210509605568
res_min,hear_last_Atrial Fib,-0.02294182807994461
res_max,hear_last_Atrial Fib,0.038173152659700324
res_avg,hear_last_Atrial Fib,0.07380387341175244
spo_min,hear_last_Atrial Fib,-0.09743288092885564
spo_max,hear_last_Atrial Fib,0.010169508117278982
spo_avg,hear_last_Atrial Fib,0.019804466987449077
