,diagnosis,num
13447,DESCENDING THORACIC AORTA THROMBUS,1
13448,DESENDING AORTIC ANEURYSM,1
13449,DESENSITIZATION,1
13450,DECUBITIS ULCER,1
13451,DECREASED BLOOD PRESSURE,1
13452,DECREASE TEMPERATURE;HYPERBILIRUBINEMIA,1
13453,CRESCENDO ANGINA\CARDIAC CATH,1
13454,"CP,+ETT\LEFT HEART CATHETERIZATION",1
13455,"CP,CARDIOMYOPATHY;RULE OUT CORONARY ARTERY DISEASE\CARDIAC CATH",1
13456,CP.+ETT\LEFT HEART CATHETERIZATION,1
13457,CP;FEVER,1
13458,CRANI,1
13459,CRANIAL BLEED,1
13460,CRANIOTOMY/SDA,1
13461,CRASH INJURY FOREARM,1
13462,CRD\CORONARY ARTERY BYPASS GRAFT /SDA,1
13463,CRESCENDO ANGINA,1
13464,CREST SYNDROME; NECROTIZING BRONCHIAL STUMP,1
13465,CRITICAL AORTIC STENOSIS;TRANSPLANT EVALUATION,1
13466,CRF,1
13467,CRITCAL LEFT ICA STENOSIS/SDA,1
13468,CRITICAL AORTIC STENOSIS,1
13469,CRITICAL AORTIC STENOSIS/HYPOTENSION,1
13470,CRITICAL AORTIC STENOSIS; HEART FAILURE,1
13471,CRITICAL AORTIC STENOSIS; PULM EDEMA,1
13472,CRITICAL AORTIC STENOSIS;CARDIOGENICSHOCK;CONGESTIVE HEART FAILURE,1
13473,CRITICAL AORTIC STENOSIS;CORONARY ARTERY DISEASE,1
13474,CRITICAL AORTIC STENOSIS;DEPRESSED EF ,1
13475,CRITICAL AORTIC STENOSIS;RENAL FAILURE,1
13476,COUGH;DYSPNEA,1
13477,"COUGH, FEVER, GASTRIC OUTLET OBSTRUCTION",1
13478,CORONARY STENOSIS\AORTIC AND MITRAL VALVE REPLACEMENT REDO; ? CORONARY ARTERY BYPASS GRAFT WITH AVR REDO /SDA,1
13479,CORONARY SRTERY DISEASE/SDA,1
13480,CORONARY ARTERY DISEASE\REDO STERNOTOMY/AVR(TISSUE)/CABG X1/SDA,1
13481,CORONARY ARTERY DISEASE\REMOVAL CARDIAC MASS /SDA,1
13482,CORONARY ARTERY DISEASE\REPAIR ANOMALOUS RIGHT CAROTID ARTERY; ? CORONARY ARTERY BYPASS GRAFT /SDA,1
13483,CORONARY ARTERY DISEASE\RIGHT AND LEFT HEART CATHETERIZATION,1
13484,CORONARY ARTERY DISEASE\RIGHT CAROTID ANGIOGRAPHY;POSSIBLE REVASCULARIZATION,1
13485,CORONARY ARTERY DISEASE\RIGHT CORONARY ARTERY ANGIOPLASTY;POSSIBLE STENT PLACEMENT,1
13486,CORONARY ARTERY DISEASE\RIGHT CORONARY ARTERY ANGIOPLASTY;STENT PLACEMENT,1
13487,CORONARY ARTERY DISEASE\RIGHT CORONARY ARTERY STENT PLACEMENT,1
13488,CORONARY ARTERY DISEASE\RIGHT HEART CATH,1
13489,CORONARY ARTERY DISEASE\RIGHT VENTRICULAR OUTFLOW TRACK/PULMONIC ARTERY RECONSTRUCTION ? CORONARY ARTERY BYPASS GRAFT WITH AVR  ? TRISCUPID VALVE REPLACEMENT ,1
13490,CORONARY ARTERY DISEASE\RIGID BRONCHOSCOPY WITH Y-STENT PLACEMENT; CORONARY ARTERY BYPASS GRAFT  /SDA,1
13491,CORONARY ARTERY DISEASE\STANT PLACEMENT,1
13492,CORONARY ARTERY DISEASE\STENT AND ANGIOPLASTY,1
13493,CORONARY ARTERY DISEASE\STENT PLACEMANT,1
13494,CORONARY ARTERY DISEASE\STENT PLACEMENT OF LEFT ANTERIOR DESCENDING ARTERY,1
13495,CORONARY ARTERY DISEASE\STENT TO RIGHT LAD,1
13496,CORONARY ARTERY DISEASE\THORACOSCOPIC CORONARY ARTERY BYPASS GRAFT VIA MINI THORACOTOMY  /SDA,1
13497,CORONARY ARTERY DISEASE\THORACOSCOPIC VENTRICULAR LEAD PLACEMENT LEFT; ? THORACOTOMY/SDA,1
13498,CORONARY ARTERY DISESE,1
13499,CORONARY ATHEROSCLEROSIS OF NATIVE CORONARY\CORONARY ARTERY BYPASS GRAFT WITH MVR /SDA,1
13500,CORONARY DISEASE,1
13501,CRITICAL AORTIC STENOSIS;S/P PNEUMONECTOMY,1
13502,CRITICAL AORTIC STENOSIS\CATH,1
13503,DECREASE CALCIUM/MAGNISIUM/K+,1
13504,CVA;TELEMETRY,1
13505,CSPINE INJURY,1
13506,CUDA EQUINA,1
13507,CUSHING SYNDROME HYPERGLYCEMIA,1
13508,CUTANIOUS FISTULA,1
13509,CVA VS.SEIZURES,1
13510,"CVA, BRADYCARDIA",1
13511,"CVA,INTRACRANIAL HEMORAGE",1
13512,CVA; CHF PNEUMONIA,1
13513,CVA;HYPOTENSION,1
13514,CVA;INTRACRANIAL HEMORRHAGE,1
13515,"CYCLIST STRUCK, SEIZURE",1
13516,CRITICAL AORTIC STRESS,1
13517,CYST IN BRAIN,1
13518,CYSTIC INTRA ABDOMINAL MASS/SDA,1
13519,CYSTO SUPRATOIC TUBE,1
13520,DAH,1
13521,DECENDING THORACIC ANEURYSM\RESECTION ANEURYSM THORACIC; LEFT THORACOTOMY COMPLETION OF ELEPHANT TRUNK; DECENDING AORTIC ANEURYSM/SDA,1
13522,DECOMPENSATED CONGESTIVE HEART FAILURE,1
13523,DECOMPENSATED HEART FAILURE,1
13524,DECOMPENSATED LIVER DISEASE,1
13525,DECOMPRESSED CIRRHOSIS;HYPONATREMIA,1
13526,DECONGESTINAL LIVER FAILURE,1
13527,CSPINE FRACTURES,1
13528,CSF OTORRHEA RIGHT EAR/SDA,1
13529,CSF LEAKAGE,1
13530,CRUSHING INJURY /RIGHT LEG,1
13531,CRITICAL AORTICSTENOSIS; GI BLEED,1
13532,"CRITICAL AS , LEFT MAIN",1
13533,CRITICAL AS;COMPLETE HEART BLOCK\CATH,1
13534,CRITICAL CAROTID STENOSIS\CAROTID ANGIOGRAM,1
13535,CRITICAL CAROTID STENOSIS\CAROTID ARTERY ANGIOGRAM,1
13536,CRITICAL RENAL ARTERY STENOSIS,1
13537,CRITITCAL AORTIC STENOSIS,1
13538,CROHN'S /SDA,1
13539,CROHN'S DISEASE; ENTEROCUTANEOUS FISTULA,1
13540,CROHN'S DISEASE;PENTASA ALLERGY\PENTASA DESENSITIZATION,1
13541,CROHN'S FLARE;CONTAINED FERFORATION,1
13542,CROHN'S; PERFORATION,1
13543,CROHN;S DISEASE;SMALL BOWEL OBSTRUCTION,1
13544,CROHNS DISEASE;COLITIS;ABDOMINAL PAIN,1
13545,CROHNS FLAIR,1
13546,CROHNS STRICTURE OF COLON/SDA,1
13547,CRONIC MYELOGENOUS LEUKEMIA\FEVER,1
13548,CRONIC OBSTRUCTIVE PULMONARY DISEASE,1
13549,CRUSH INJURY,1
13550,CRUSH INJURY TO ABDOMEN,1
13551,CRUSH TRAUMA,1
13552,"DIABETIC KETO ACIDOSIS,SEIZURES",1
13553,DIABETIC KETOACIDOSIS-CONGESTIVE HEART FAILURE,1
13554,CORONARY ARTERY DISEASE\REDO CORONARY ARTERY BYPASS GRAFT WITH MVR /SDA,1
13555,DKA/ UGI BLEED,1
13556,"DKA,  DEHYDRATION",1
13557,"DKA, ARF, CHOLECYSTITIS",1
13558,"DKA, CHEST PAIN, SI",1
13559,"DKA, DEHYDRATION, HEMATORIA",1
13560,"DKA, GI BLEED",1
13561,"DKA, PNEUMONIA",1
13562,"DKA, R/O MI",1
13563,"DKA, SEPSIS",1
13564,"DKA, UROSEPSIS",1
13565,"DKA,SEIZURES",1
13566,DKA/ABDOMINAL PAIN,1
13567,DIZZINESS;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,1
13568,DKA/HYPERNATREMIA,1
13569,DKA;GASTROINTESTINAL BLEED,1
13570,DKA;UGIB,1
13571,DKS/GASTROPARESIS,1
13572,DM FOOT ULCER,1
13573,DM;MR;PULMONARY EDEMA,1
13574,DOE;PLEURAL EFFUSION,1
13575,DOG BITE,1
13576,DOG BITES,1
13577,DOUBLE VESSEL DISEASE\CORONARY ARTERY BYPASS GRAFT; WITH AVR/SDA,1
13578,DKA PNEUMONIA SEPSIS,1
13579,DIVERTING COLOSTOMY/SDA,1
13580,"DIABETIC KETOACIDOSIS,R/O MI",1
13581,DISTAL BILE DUCT TUMOR; PANCREATIC CA/SDA,1
13582,DISSECTING ANEURYSIM,1
13583,DISSECTING ANEURYSM,1
13584,DISSECTING ASCENDING AORTIC ANEURYSM,1
13585,DISSECTING THORACIC ANEURYSM,1
13586,DISSECTING THORACIC AORTA/SDA,1
13587,DISSECTION AORTIC,1
13588,DISSECTION FOR BENTALL PROCEDURE,1
13589,DISSEMINATED INTRAVASCULAR COAGULATION,1
13590,DISSEMINATED ZOSTER,1
13591,DISTAL BILE DUCT TUMOR/SDA,1
13592,DISTAL TIBIA FIBULA FRACTURE,1
13593,DIVERTICULITIS;TELEMETRY,1
13594,DIURETIC RESISTANCE ASCITIS,1
13595,DIVERTICUL;ITIS,1
13596,DIVERTICULAR BLEED,1
13597,DIVERTICULITIES OF COLON,1
13598,DIVERTICULITIS WITH MICRO PERFORATION,1
13599,DIVERTICULITIS/UNSTABLE ANGINA,1
13600,DIVERTICULITIS;ACUTE RESPIRATORY DISTRESS SYNDROME,1
13601,DIVERTICULITIS;FEVER,1
13602,DIVERTICULITIS;HYPOTENTION,1
13603,DIVERTICULITIS;LOWER GI BLEED,1
13604,"DOWNS SYNDROME,SINUS ARREST,DYSPHAGIA\PEG",1
13605,"DRA, SAH",1
13606,DRAIN LEAKAGE,1
13607,DYSPNEA-RENAL FAILURE,1
13608,"DVT, ANEMIA",1
13609,"DVT, SZ. , RENAL FAILURE",1
13610,"DVT,INTRACTABLE PAIN",1
13611,DYPSNEA/EKG CHANGES,1
13612,DYSARATHRIA,1
13613,DYSPEA,1
13614,DYSPHAGIA-ESOPHAGEAL STRICTURE-HYPERTENSION-DIABETES,1
13615,DYSPHAGIA\ENDOSCOPY ,1
13616,DYSPNEA-COPD EXACERBATION,1
13617,DYSPNEA-HYPONATREMIA-WEAKNESS,1
13618,DYSPNEA ON ECERTION,1
13619,DRAINAGE OF BURRHOLE,1
13620,DYSPNEA ON EXCERTION,1
13621,DYSPNEA ON EXERTION-CHROMIC RENAL INSUFFICIENCY,1
13622,DYSPNEA ON EXERTION;CARDIAC ISCHEMIA\LEFT HEART CATHETERIZATION,1
13623,DYSPNEA ON EXERTION;CHEST PAIN;CARDIOMYOPATHY\CATH,1
13624,DYSPNEA ON EXERTION;POSITIVE STRESS TEST\CATH,1
13625,DYSPNEA ON EXERTION\AORTIC VALVE REPLACEMENT/SDA,1
13626,DYSPNEA ON EXERTION\CARDIAC CATH,1
13627,DYSPNEA ON EXERTION\LEFT HEART CATHERIZATION,1
13628,DYSPNEA ON EXERTION\LEFT HEART CATHETERIZATION,1
13629,DYSPNEA ON EXERTION\RIGHT AND LEFT HEART CATH,1
13630,DUSKY SPELLS,1
13631,DURAL AVM\ CEREBRAL ANGIOGRAM WITH COILING/SDA,1
13632,DUODENITIS,1
13633,DUODENAL ULCER PERFORATION/SDA,1
13634,DRUG ELUTING CORONARY ARTERY STENT,1
13635,DRUG INGESTION,1
13636,DRUG REACTION,1
13637,DRUG REFRACTORY  FOR ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION **REMOTE WEST**/SDA,1
13638,DRUG REFRACTORY ATRIA FIBRILLATION\PULMONARY VEIN ISOLATION  **REMOTE WEST**/SDA,1
13639,DRUG REFRACTORY ATRIAL FIBRILLATIN\PULMONARY VEIN ISOLATION  **REMOTE WEST**/SDA,1
13640,DRUG REFRACTORY ATRIAL FIBRILLATION\LEFT ATRIAL TACHYCARDIA ABLATION **REMOTE WEST**/SDA,1
13641,DRUG REFRACTORY ATRIAL FIBRILLATION\LEFT ATRIAL TACHYCARDIA ABLATION ? PVI **REMOTE WEST** /SDA,1
13642,DRUG REFRACTORY ATRIAL FIBRILLATION\LEFT ATRIAL TACHYCARDIA ABLATION/ATRIAL FLUTTER ABLATION **REMOTE WEST**/SDA,1
13643,DRUG REFRACTORY ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION  **REMOTE WEST** **JET VENTILATION** **CARDIAC ANESTHESIA**/SDA,1
13644,DRUG REFRACTORY ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION  *REMOTE WEST**/SDA,1
13645,DRUG REFRACTORY ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION **REMOTE WEST** ,1
13646,DRUG REFRACTORY ATRIAL FIBRILLATION\REDO PULMONARY VEIN ISOLATION  **REMOTE WEST**/SDA,1
13647,"DT'S,ETOH WITHDRAWAL",1
13648,DTS;ALCOHOL WITHDRAWAL,1
13649,DUEODENAL AMPULLARY MASS/SDA,1
13650,DUODENAL CANCER/SDA,1
13651,DUODENAL FISTULA/SDA,1
13652,DUODENAL MASS,1
13653,DUODENAL MASS/SDA,1
13654,DUODENAL OBSTRUCTION,1
13655,DISSECTING ABDOMINAL AORTIC ANEURYSM,1
13656,DISSECTING ABDOMINAL AORTA ANEURYSM,1
13657,DISSECTING AAA,1
13658,DIABETIC LEG ULCER;CELLULITIS,1
13659,DIABETIC KETOACIDOSIS;RENAL FAILURE;PYELO,1
13660,DIABETIC KETOACIDOSIS;RENAL FAILURE;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,1
13661,DIABETIC KETOACIDOSIS;SEPSIS,1
13662,DIABETIC KETOACIDOSIS;STEMI,1
13663,DIABETIC KETOACIDOSIS;SUBDURAL HEMATOMA,1
13664,DIABETIC KETOACIDOSIS;UPPER GASTROINTESTINAL BLEED,1
13665,DIABETIC KETOACIDOSIS;URINARY TRACT INFECTION,1
13666,DIABETIC KETOACIDOSIS;VOMITING,1
13667,DIABETIC KETOACIDOSIS;WET GANGRENE,1
13668,DIABETIC KETOCIDOSIS,1
13669,DIABETIC RENAL FAILURE,1
13670,DIAPHRAGMATIC HERNIA,1
13671,"DIABETIC ULCER, LEFT FOOT/SDA",1
13672,DIABETICE KETOACIDOSIS;STATUS POST RENAL TRANSPLANT,1
13673,DIABETID KETOACIDOSIS,1
13674,DIAGNOTIC LAP;POST OPERATIVE BLEEDING,1
13675,DIAHRREA,1
13676,DIALATED AORTIC ROOT\BENTALL PROCEDURE/SDA,1
13677,DIALATED ASCENDING AORTA\AORTIC VALVE / ASCENDING AORTA REPLACEMENT; ? BENTAL PROCEDURE /SDA,1
13678,DIALIATED ASCENDING AORTA\ RESECTION AORTIC ASCENDING ANEURYSM; TRANSVERSE ARCH REPLACEMENT/SDA,1
13679,DIAPGAHAMATIV HERNIA/SDA,1
13680,DIAPHRAGM RUPTURE,1
13681,DIABETIC KETOACIDOSIS;PNEUMONIA,1
13682,DIABETIC KETOACIDOSIS;PNEUMOMEDIASTINUM,1
13683,DIABETIC KETOACIDOSIS;PERICARDITIS,1
13684,DIABETIC KETOACIDOSIS;NSTEMI,1
13685,"DIABETIC KETOACIDOSIS,RENAL FAILURE",1
13686,DIABETIC KETOACIDOSIS.,1
13687,DIABETIC KETOACIDOSIS/TELEMETRY,1
13688,DIABETIC KETOACIDOSIS; ACUTE RENAL FAILURE,1
13689,DIABETIC KETOACIDOSIS; HTN EMERGENCY,1
13690,DIABETIC KETOACIDOSIS; TTI/PYELONEPHRITIS,1
13691,DIABETIC KETOACIDOSIS;ACUTE RENAL FAILURE;ACUTE PANCREATITIS,1
13692,DIABETIC KETOACIDOSIS;CELLULITIS,1
13693,"DIABETIC KETOACIDOSIS;CVA;FEVER,ETIOLOGY UNKNOWN",1
13694,DIABETIC KETOACIDOSIS;GASTROINTESTINAL BLEED,1
13695,DIABETIC KETOACIDOSIS;GASTROINTESTINAL BLEED;TELEMETRY,1
13696,DIABETIC KETOACIDOSIS;GROIN CELLULITIS,1
13697,DIABETIC KETOACIDOSIS;HEMATEMESIS,1
13698,DIABETIC KETOACIDOSIS;HYPERTENSION,1
13699,DIABETIC KETOACIDOSIS;HYPOTENSION,1
13700,DIABETIC KETOACIDOSIS;HYPOTENSION;NSTEMI,1
13701,DIABETIC KETOACIDOSIS;HYPOTENTION,1
13702,DIABETIC KETOACIDOSIS;HYPOXIA,1
13703,DIABETIC KETOACIDOSIS;MENTAL STATUS CHANGES,1
13704,DIABETIC KETOACIDOSIS;MYOCARDIAL INFARCT,1
13705,DIABETIC KETOACIDOSIS;NEW ONSET DIABETES,1
13706,DIAPHRAGMATIC DEFECT/SDA,1
13707,DIAPHRAGMATIC INJURY,1
13708,DISSECTED AORTA,1
13709,DILATION AND EVACUATION;DILATION AND CURETTAGE,1
13710,DILATED AORTA ROUTE\BENTALL PROCEDURE; VS AORTIC VALVE REPLACEMENT;ASCENDING AORTA REPAIR/SDA,1
13711,DILATED AORTIC ARC\BENTALL PROCEDURE/SDA,1
13712,DILATED AORTIC ROOT,1
13713,DILATED ASCENDING AORTA\AORTIC VALVE REPLACEMENT /SDA,1
13714,DILATED ASCENDING AORTA\BENTALL PROCEDURE,1
13715,DILATED CARDIOMYOPATHY,1
13716,DILATED CARDIOMYOPATHY/VENTRICULAR TACHYCARDIA\BIVENTRICULAR INTRACARDIAC DEFIBRILLATOR IMPLANT,1
13717,DILATED CARDIOMYOPATHY;ACUTE RENAL FAILURE,1
13718,DILATED CARDIOMYOPATHY\RIGHT SIDED HEART CATHETERIZATION; EP STUDY; ICD IMPLANT ; DFT **REMOTE WEST**/SDA,1
13719,DILATED CBD,1
13720,DILAUDID,1
13721,DIAPHRAMATIC HERNIA/SDA,1
13722,DISABLING CLAUDICATION RIGHT LEG/SDA,1
13723,DISC DEGENERATION LUMBAR SPINE/SDA,1
13724,DISC HERNIATION,1
13725,DISC HERNIATION/SDA,1
13726,DISC PROTUSION L5-S1,1
13727,"DISCITIS, OSTEOMYELITIS/SDA",1
13728,DISEASES OF TRICUSPID VALVE\TRICUSPID VALVE REPLACEMENT  ? CORONARY ARTERY BYPASS GRAFT  EPICARDIAL PACE MAKER/SDA,1
13729,DISECTING THORACIC ANEURYSM,1
13730,DISLODGED TRACH,1
13731,DISPLACED TRACH TUBE,1
13732,DILANTIN TOXICITY-MENTAL STATUS CHANGES,1
13733,DIGOXIN TOXICITY;HYPERTENSION,1
13734,DIGOXIN TOXICITY; VENTRICULAR TACHYCARDIA,1
13735,DIGOXIN TOXICITY,1
13736,DIAPHRAMATIC HERNIA; S/P MVC,1
13737,DIAPHRAMATIC PARALYSIS/SDA,1
13738,DIARETIC RESISTANT ASCITES W/ CIRRHOSIS\TIPS  ** REMOTE WEST ** INR STE/SDA,1
13739,DIARRHEA-HYPOTENSION,1
13740,DIARRHEA AND BRBPR,1
13741,"DIARRHEA, DEHYDRATION",1
13742,"DIARRHEA,ABDOMINAL PAIN",1
13743,"DIARRHEA,ANEMIA",1
13744,DIARRHEA; DEHYDRATION,1
13745,DIARRHEA;ACUTE RENAL FAILURE,1
13746,DIARRHEA;C-DIFF;TELEMETRY,1
13747,DIARRHEA;DEHYDRATION;CHEST PAIN,1
13748,DIARRHEA;DEHYDRATION;URINARY TRACT INFECTION,1
13749,DIARRHEA;ELEVATED LFTS,1
13750,DIARRHEA;HYPOTENSION,1
13751,DIASTOLIC HEART FAILURE,1
13752,DICA-HEMATEMESIS,1
13753,DIFFUSED INFILTRATES,1
13754,DIG TOXICITY,1
13755,"DIG TOXICITY,ARF,HPERKALEMIA",1
13756,"DIG. TOXICITY,BRADYCARDIA",1
13757,CORONARY ARTERY DISEASE\REDO STERNOTOMY EPICARDIAL ALBATION FOR VENTRICAL TACHYCARDIA?CORONARY ARTERY BYPASS GRAFT ,1
13758,CORONARY ARTERY DISEASE\RE-DO STERNOTOMY; AVT; ? CORONARY ARTERY BYPASS GRAFT /SDA,1
13759,"DYSPNEA, CAD\CATH ",1
13760,CORONARY ARTERY DISEASE;MULTIPLE SYSTEM FAILURE\ANGIOPLASTY,1
13761,CORONARY ARTERY DISEASE;MITRAL RESURGE,1
13762,CORONARY ARTERY DISEASE;MITRAL STENOSIS,1
13763,CORONARY ARTERY DISEASE;MITRAL VALVE REPLACEMENT,1
13764,CORONARY ARTERY DISEASE;MR;AORTIC STENOSIS\CORONARY ARTERY BYPASS GRAFT;AORTIC VALVE REPLACEMENT;MITRAL VALVE REPLACEMENT/SDA,1
13765,CORONARY ARTERY DISEASE;MR\CATH,1
13766,CORONARY ARTERY DISEASE;MR\CORONARY ARTERY BYPASS GRAFT WITH MVR  TVR/SDA,1
13767,CORONARY ARTERY DISEASE;MR\CORONARY ARTERY BYPASS GRAFT; ?MVR,1
13768,CORONARY ARTERY DISEASE;MR\CORONARY ARTERY BYPASS GRAFT;MITRAL VALVE REPLACEMENT/SDA,1
13769,CORONARY ARTERY DISEASE;MR\MITRAL VALVE REPLACEMENT; ; REDO;REPAIR ATRIAL-SEPTAL DEFECT; ?AVR/SDA,1
13770,CORONARY ARTERY DISEASE;MRSA,1
13771,CORONARY ARTERY DISEASE;MYOCARDIAL INFARCTION;RENAL FAILURE,1
13772,CORONARY ARTERY DISEASE;MITRAL REGURGITATION\PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOGRAM\STENT PLACEMENT,1
13773,CORONARY ARTERY DISEASE;MYXOMA\CORONARY ARTERY BYPASS GRAFT;LEFT ATRIAL MYXOMA REMOVAL/SDA,1
13774,CORONARY ARTERY DISEASE;NEW ATRIAL FIBRILLATION,1
13775,CORONARY ARTERY DISEASE;NON-Q-WAVE MYOCARDIAL INFARCTION\CARDIAC CATH,1
13776,CORONARY ARTERY DISEASE;NON-ST SEGMENT ELEVATION MYOCARDIAL INFARCTION,1
13777,CORONARY ARTERY DISEASE;NON-ST SEGMENT ELEVATION MYOCARDIAL INFARCTION\CATH,1
13778,CORONARY ARTERY DISEASE;NON Q MI\CATH,1
13779,CORONARY ARTERY DISEASE;NON ST ELEVATION MYOCARDIAL INFARCTION,1
13780,CORONARY ARTERY DISEASE;POSITIVE STRESS TEST\CATH,1
13781,CORONARY ARTERY DISEASE;PRESYNCOPE;END STAGE RENAL DISEASE,1
13782,CORONARY ARTERY DISEASE;PROGRESSIVE CHEST PAIN\CATH,1
13783,CORONARY ARTERY DISEASE;MITRAL REGURGITATION\RIGHT AND LEFT HEART CATHETERIZATION,1
13784,CORONARY ARTERY DISEASE;MITRAL REGURGITATION\CORONARY ARTERY BYPASS GRAFT WITH MVR /SDA,1
13785,CORONARY ARTERY DISEASE\AORTIC VALVE REPLACEMENT; TISSUE VALVE /SDA,1
13786,CORONARY ARTERY DISEASE;FOR AVR/CABG\CATH,1
13787,CORONARY ARTERY DISEASE;DYSPNEA\LEFT HEART CATHETERIZATION,1
13788,CORONARY ARTERY DISEASE;ELEVATED CREATININE\CATH,1
13789,CORONARY ARTERY DISEASE;ELEVATED TROPONIN,1
13790,CORONARY ARTERY DISEASE;EXERCIONAL DYSPNEA\CATH,1
13791,CORONARY ARTERY DISEASE;EXERTIONAL ANGINA;+ETT\CATH,1
13792,CORONARY ARTERY DISEASE;EXERTIONAL ANGINA;CHRONIC RENAL INSUFFICIENCY\LEFT HEART CATHETERIZATION,1
13793,CORONARY ARTERY DISEASE;EXERTIONAL ANGINA\CATH,1
13794,CORONARY ARTERY DISEASE;EXERTIONAL ANGINA\LEFT HEART CATHETERIZATION,1
13795,CORONARY ARTERY DISEASE;EXERTIONAL CHEST PAIN\CARDIAC CATH,1
13796,CORONARY ARTERY DISEASE;FATIGUE\LEFT HEART CATH,1
13797,CORONARY ARTERY DISEASE;HEART FAILURE\CARDIAC CATH,1
13798,CORONARY ARTERY DISEASE;MITRAL REGURGE,1
13799,CORONARY ARTERY DISEASE;HYPERLIPIDEMIA\CATH,1
13800,CORONARY ARTERY DISEASE;HYPERTENSION,1
13801,CORONARY ARTERY DISEASE;HYPERTENSION;DIABETES\CATH,1
13802,CORONARY ARTERY DISEASE;ICD DISCHARGE\CARDIAC CATHETERIZATION,1
13803,CORONARY ARTERY DISEASE;ISCHEMIA,1
13804,CORONARY ARTERY DISEASE;ISCHEMIA\CATH,1
13805,CORONARY ARTERY DISEASE;LEAD INFECTION,1
13806,CORONARY ARTERY DISEASE;LEFT MAIN DISEASE\CORONARY ARTERY BYPASS GRAFT,1
13807,CORONARY ARTERY DISEASE;LEFT VENTRICULAR DYSFUNCTION\CATH,1
13808,CORONARY ARTERY DISEASE;MI,1
13809,"CORONARY ARTERY DISEASE;PULMONARY EDEMA,NON-ST-ELEVATION MYOCARDIAL INFARCTION\CARDIAC CATHETERIZATION",1
13810,CORONARY ARTERY DISEASE;PULMONARY EDEMA\ANGIOPLASTY,1
13811,CORONARY ARTERY DISEASE;PVD,1
13812,CORONARY ARTERY DISEASE\ OFF PUMP CORONARY ARTERY; BYPASS/SDA,1
13813,CORONARY ARTERY DISEASE;VENTRICULAR TACHYCARDIA\LEFT HEART CATH,1
13814,"CORONARY ARTERY DISEASE\ AORTIC & MITRAL VALVE REPLACEMENT;CORONARY ARTERY BYPASS GRAFT, RE-DO; RESECTION AORTIC ASCENDING ANEURYSM/SDA",1
13815,CORONARY ARTERY DISEASE\ BENTAL HOMOGRAFT PROCEDURE;CORONARY ARTERY BYPASS GRAFT; RADIAL ARTERY; LEFT INTERNAL MAMMARY ARTERY/SDA,1
13816,CORONARY ARTERY DISEASE\ BENTAL PROCEDURE WITH HEMOGRAFT/SDA,1
13817,CORONARY ARTERY DISEASE\ CORONARY ARTERY BYPASS GRAFT REDO/SDA,1
13818,CORONARY ARTERY DISEASE\ CORONARY ARTERY BYPASS GRAFT W/AVR; ASCENDING AORTA REPAIR/SDA,1
13819,CORONARY ARTERY DISEASE\ CORONARY ARTERY BYPASS GRAFT/SDA,1
13820,CORONARY ARTERY DISEASE\ CORONOARY ARTERY BYPASS GRAFT WITH MVR/SDA,1
13821,CORONARY ARTERY DISEASE\ MINIMALLY INVASIVE CORONARY ARTERY BYPASS/SDA,1
13822,CORONARY ARTERY DISEASE\ OFF PUMP CORONARY ARTERY BYPASS,1
13823,CORONARY ARTERY DISEASE\ TOTAL ARCH REPLACEMENT; BENTAL PROCEDURE/SDA,1
13824,CORONARY ARTERY DISEASE;PVD\CATH AND L SFA INTERVENTION,1
13825,CORONARY ARTERY DISEASE\/SDA,1
13826,CORONARY ARTERY DISEASE\ANGIOPLASTY;STENT PLACEMENT,1
13827,CORONARY ARTERY DISEASE\ANGIOPLATY W/ STENT PLACEMENT OF LEFT CIRCUMFLEX,1
13828,"CORONARY ARTERY DISEASE\AORTIC AND MITRAL VALVE REPLACEMENT, ? CORONARY ARTERY BYPASS GRAFT  /SDA",1
13829,CORONARY ARTERY DISEASE\AORTIC VALVE / ASCENDING AORTA REPLACEMENT  CORONARY ARTERY BYPASS GRAFT WITH AVR /SDA,1
13830,CORONARY ARTERY DISEASE\AORTIC VALVE / ASCENDING AORTA REPLACEMENT;  CORONARY ARTERY BYPASS GRAFT /SDA,1
13831,CORONARY ARTERY DISEASE\AORTIC VALVE / ASCENDING AORTA REPLACEMENT;  MVR STANDARD HAGBERG R; CORONARY ARTERY BYPASS GRAFT; HEMI-ARCH/SDA,1
13832,"CORONARY ARTERY DISEASE\AORTIC VALVE REPLACEMENT, R.F. MAZE PROCEDURE /SDA",1
13833,CORONARY ARTERY DISEASE\AORTIC VALVE REPLACEMENT; ? CABG/SDA,1
13834,CORONARY ARTERY DISEASE\AORTIC VALVE REPLACEMENT; ? CORONARY ARTERY BYPASS GRAFT; ? HOMO GRAFT/SDA,1
13835,CORONARY ARTERY DISEASE;URINARY TRACT INFECTION;ELEVATED TROPONIN,1
13836,CORONARY ARTERY DISEASE;UNSTABLE ANGINE;RENAL INSUFFICIENCY\LEFT HEART CATH,1
13837,CORONARY ARTERY DISEASE;UNSTABLE ANGINA\CATH,1
